a504cbf2-fe0b-4c57-9747-d23daf5a7261 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | TSLA | BUY | 10 | 178.99359569168007 | 1789.93595691680070 | 5.0 | 2026-04-24T20:42:04.707377800Z
0380d544-70a2-4be4-a7a4-5ef65da1d884 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | AMZN | BUY | 10 | 157.46776214574928 | 1574.67762145749280 | 5.0 | 2026-04-24T20:42:07.400681800Z
8dfa4efe-d64e-45f1-b87c-64b5632ef99c | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GOOGL | BUY | 5 | 133.49049458711582 | 667.45247293557910 | 5.0 | 2026-04-24T20:42:13.957726800Z
046fc972-3dda-4d64-aab3-ff08f504490c | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GM | BUY | 10 | 203.69102916892012 | 2036.91029168920120 | 5.0 | 2026-04-24T20:42:19.540332400Z
cf6046f6-bd00-46ea-a9fd-1e6b6894f8a7 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | META | BUY | 5 | 293.87405679727146 | 1469.37028398635730 | 5.0 | 2026-04-24T20:42:24.509053800Z
01ae7759-9a7d-4e0e-b58c-22bae08626d0 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | MSFT | BUY | 5 | 315.662887633339 | 1578.314438166695 | 5.0 | 2026-04-24T20:42:28.674730800Z
8cab7baa-a8ea-4cfc-833a-19912731f705 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | NVDA | BUY | 5 | 163.27228577796788 | 816.36142888983940 | 5.0 | 2026-04-24T20:42:31.681229800Z
35921065-1823-4010-9d2d-5a0d17867d38 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | MSFT | SELL | 5 | 351.9103214532481 | 1759.5516072662405 | 5.0 | 2026-04-26T20:32:51.783481300Z
fe146fe9-f1cb-4332-909d-87cd234fe3c1 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | AMZN | SELL | 10 | 208.82112493732427 | 2088.21124937324270 | 5.0 | 2026-04-26T20:33:40.035091400Z
809d71e2-bd61-4d9e-a020-452374dcee94 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | META | SELL | 5 | 324.3358235036918 | 1621.6791175184590 | 5.0 | 2026-04-26T20:36:08.855398Z
dd5158f6-48f5-4ac3-87c2-664b4d56ce12 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | NVDA | SELL | 5 | 155.90443799190254 | 779.52218995951270 | 5.0 | 2026-04-26T20:36:14.549335700Z
fc0536c6-945a-4f5b-b442-ba07e015cde7 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GOOGL | BUY | 5 | 136.77874323776146 | 683.89371618880730 | 5.0 | 2026-04-26T20:37:00.016995900Z
1a160019-7a5f-4bd1-8d28-e1a4ae3ecf63 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GOOGL | BUY | 1 | 139.79315943078103 | 139.79315943078103 | 5.0 | 2026-04-26T20:37:07.226540400Z
c8175e34-b34b-471b-a9cd-a06edca871a5 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GOOGL | BUY | 8 | 177.4280506156799 | 1419.4244049254392 | 5.0 | 2026-04-26T20:37:28.237322200Z
5b4d0794-e337-4d24-93c3-1fb9e32cb0bd | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GOOGL | BUY | 5 | 184.85850052676278 | 924.29250263381390 | 5.0 | 2026-04-26T20:37:35.476634100Z
31c6c5f0-b561-4a1d-856b-06b7a5040871 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GOOGL | BUY | 10 | 186.52409371561436 | 1865.24093715614360 | 5.0 | 2026-04-26T20:37:39.683066300Z
69fa45fc-282c-4432-9593-1317797a14a6 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GOOGL | SELL | 34 | 189.75457388255168 | 6451.65551200675712 | 5.0 | 2026-04-26T20:38:11.750715300Z
ceff7264-e036-4c34-99d0-f59423c02cd4 | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | TSLA | SELL | 10 | 180.27283717196082 | 1802.72837171960820 | 5.0 | 2026-04-26T20:38:22.690411200Z
4a8be22f-7fef-4b1f-b804-9d5ba51bba9f | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | GM | SELL | 10 | 207.99477252850488 | 2079.94772528504880 | 5.0 | 2026-04-26T20:39:07.874116600Z
4e17934d-a367-4d33-95df-4c173c14f8be | e6f56e16-0f0a-40d4-a655-b91e689c4dd1 | NVDA | BUY | 30 | 156.78171734309754 | 4703.45152029292620 | 5.0 | 2026-04-26T20:39:30.329577300Z
